Cafe_Id,Vicinity,Latitude,Longitude,Borough
366,"Centre Court Shopping Centre, 4 Queen's Road, London",51.42095399999999,-0.205576,Merton
367,"Middleton Road, Carshalton",51.38414059999999,-0.1813958,Merton
368,"6 The Broadway, London",51.4204569,-0.2046726,Merton
369,"Unit 1, Old House Inn, 2 Carshalton Road, Sutton",51.36110559999999,-0.1918286,Merton
370,"Guild House, 30-32 Worple Road, London",51.42013559999999,-0.2107267,Merton
371,"56 Coombe Lane, London",51.4095306,-0.2312848,Merton
372,"20 Hartfield Road, London",51.4196726,-0.2051368,Merton
373,"341 Haydons Road, London",51.4270986,-0.1905921,Merton
374,"135 Green Lane, Morden",51.38982129999999,-0.1965553,Merton
375,"17 Cranmer Terrace, London",51.42708570000001,-0.1745464,Merton
376,"8 Crown Lane, Morden",51.4019078,-0.1955118,Merton
377,"21 Morden Hall Road, Morden",51.401595,-0.1890944,Merton
378,"Ravensbury Lane Ravensbury Park Surrey, Morden Road, Mitcham",51.3986135,-0.178161,Merton
379,"262 Martin Way, London",51.4035569,-0.21375,Merton
380,"151 East Ferry Road, London",51.494393,-0.01185,Newham
381,"Discovery Dock Apartments West, 2 South Quay Square, London",51.50152689999999,-0.0192563,Newham
382,"Unit 1, 35 Bank Street, London",51.50263820000001,-0.0202284,Newham
383,"357 High Street, London",51.5383805,-0.0011377,Newham
384,"Unit 12, 15 Cabot Square, London",51.50514709999999,-0.0221038,Newham
385,"27 Freemasons Road, London",51.5109753,0.0255389,Newham
386,"City Airport Airside, London",51.5039858,0.0498191999999999,Newham
387,"Costa at DLR Station London City Airport King George V Dock, London",51.5033146,0.0494112999999999,Newham
388,"14 Booth Road, London",51.5022324,0.0374454,Newham
389,"5 Halyard Place, London",51.5018187,0.0310678,Newham
390,"Unit 75, The Exchange Shopping Centre, Ilford",51.5602045,0.0724103,Redbridge
391,"29 Cambridge Park, London",51.575069,0.026112,Redbridge
392,"39 High Street, London",51.5792135,0.0253101,Redbridge
393,"Studley Drive, Ilford",51.5757285,0.0463235,Redbridge
394,"London Road, Barking",51.537647,0.071508,Redbridge
395,"104-106 Cranbrook Road, Ilford, London",51.5617152,0.0691563999999999,Redbridge
396,"50 High Street, Ilford",51.589674,0.081854,Redbridge
397,"114 High Road, Ilford",51.5591394,0.0726952999999999,Redbridge
398,"88 High Road, Ilford",51.55858199999999,0.0718212,Redbridge
399,"Clements Road, Ilford",51.557503,0.0728138,Redbridge
400,"24 Cranbrook Road, Ilford",51.5593427,0.0704616,Redbridge
401,"Cranbrook Road, Ilford",51.55891459999999,0.0698723,Redbridge
402,"344, 348 High Road, Ilford",51.5607447,0.0833905999999999,Redbridge
403,"374 High Road, Ilford",51.5610623,0.0843721999999999,Redbridge
404,"361 Ley Street, Ilford",51.5649071,0.0831798,Redbridge
405,"709 Eastern Avenue, Ilford",51.57417109999999,0.0855172999999999,Redbridge
406,"549 Cranbrook Road, Ilford",51.5759246,0.0658648,Redbridge
407,"62-64 Station Parade, Barking",51.5392638,0.0815883999999999,Redbridge
408,"Wanstead Park Avenue, London",51.56584140000001,0.0415629,Redbridge
409,"2, The Vicarage Field Shopping Centre, Ripple Road, Barking",51.53770429999999,0.080384,Redbridge
410,"187 Kew Road, Richmond",51.46879569999999,-0.2952569,Richmond upon Thames
411,"54 Friars Stile Road, Richmond",51.4554742,-0.2964462999999999,Richmond upon Thames
412,"248 Upper Richmond Road West, London",51.4648632,-0.2663235,Richmond upon Thames
413,"Surrey Quays Leisure Park, Redriff Road, London",51.4959322,-0.0447721,Southwark
414,"61 High Street, Banstead",51.3227081,-0.201561,Sutton
415,"51 Woodmansterne Lane, Wallington",51.3417749,-0.1522915,Sutton
416,"Saint Nicholas Way, Sutton",51.3648995,-0.1945383,Sutton
417,"10 Green Wrythe Lane, Carshalton",51.3722396,-0.1673275,Sutton
418,"St Nicholas Shopping Centre, Saint Nicholas Way, Surrey",51.3641762,-0.1944799,Sutton
419,"Shotfield, Wallington",51.3577778,-0.1508333,Sutton
420,"222 High Street, Sutton",51.366647,-0.194299,Sutton
421,"95 Saint Dunstan's Hill, Sutton",51.36492149999999,-0.2140791,Sutton
422,"61 Lind Road, Sutton",51.3654159,-0.186392,Sutton
423,"71-81 High Street, Sutton",51.36217499999999,-0.1926833,Sutton
424,"31 High Street, Sutton",51.36019,-0.193252,Sutton
425,"121 High Street, Sutton",51.36368390000001,-0.1935285,Sutton
426,"174 High Street, Sutton",51.36521,-0.1937121,Sutton
427,"176 High Street, Sutton",51.36530699999999,-0.19354,Sutton
428,"1 Tunnel Road, London",51.5012858,-0.0531121,Tower Hamlets
429,"36D Shad Thames, London",51.50365310000001,-0.0736507,Tower Hamlets
430,"The Greenway, View Tube, Marshgate Lane, London",51.5353556,-0.0130833,Tower Hamlets
431,"Victoria Park, Old Ford Road, London",51.5334069,-0.0428899,Tower Hamlets
432,"445-453 Wick Lane, London",51.5345797,-0.021605,Tower Hamlets
433,"60, 64 High Road, London",51.5945214,0.0230187,Waltham Forest
434,"11 The Broadway, London, Woodford Green",51.6079617,0.0334775,Waltham Forest
435,"Marshall Road, London",51.55589649999999,-0.0093310999999999,Waltham Forest
436,"626 Lea Bridge Road, London",51.5755472,-0.0123824,Waltham Forest
437,"9 Chatsworth Road, London",51.55192419999999,-0.0441495,Waltham Forest
438,"65 Station Road, London",51.63162550000001,0.0048893,Waltham Forest
439,"143 Wood Street, London",51.58749340000001,-0.0035103999999999,Waltham Forest
440,"Leytonstone Station, Church Lane, London",51.5684249,0.0086483,Waltham Forest
441,"1, Golden Parade, Wood Street, London",51.58946710000001,-0.0044935,Waltham Forest
442,"117 Station Road, London",51.6324703,0.0073986,Waltham Forest
443,"470 Larkshall Road, London",51.608998,-0.001241,Waltham Forest
444,"Markfield Road, London",51.5816568,-0.0612767,Waltham Forest
445,"1, 7 Garman Road, London",51.6021997,-0.0514052,Waltham Forest
446,"8 Chingford Road, London",51.5905938,-0.0170676,Waltham Forest
447,"252 Lavender Hill, London",51.4640078,-0.1664803,Wandsworth
448,"735 Fulham Road, London",51.47686,-0.2024469,Wandsworth
449,"64 Northcote Road, London",51.458499,-0.1662769,Wandsworth
450,"2-4 Exhibition Road, London",51.4947729,-0.173204,Wandsworth
451,"Unit 79, Sherwood Court, Chatfield Road, London",51.46581080000001,-0.1822525,Wandsworth
